PropertyPath;ElementID;ElementName;ElementAdmin;AssociateElementID;CategoryID;Unit;LowerLimit;UpperLimit;ReadMaskingLevel;WriteMaskingLevel;Description;VID;
GP_LoaderController.LoaderDeviceParameter.InspectionTrayDevice[0].AllocateDeviceInfo.NotchAngle;20001194;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.InspectionTrayDevice[0].AllocateDeviceInfo.OCRDirection;20001192;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.InspectionTrayDevice[0].AllocateDeviceInfo.OCRMode;20001190;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.InspectionTrayDevice[0].AllocateDeviceInfo.OCRType;20001191;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.InspectionTrayDevice[0].AllocateDeviceInfo.Size;20001188;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.InspectionTrayDevice[0].AllocateDeviceInfo.SlotNotchAngle;20001195;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.InspectionTrayDevice[0].AllocateDeviceInfo.Type;20001187;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.InspectionTrayDevice[0].AllocateDeviceInfo.WaferType;20001189;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.InspectionTrayDevice[0].Label;20001186;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.PreAlignDevice[0].Label;20001031;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.ScanSensorDevice[0].Label;20000865;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].Label;20001130;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].LotIntegrityEnable;20001037;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrAdvancedReadEnable;20001040;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrCalibrateMaxX;20001058;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrCalibrateMaxY;20001062;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrCalibrateMinX;20001057;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrCalibrateMinY;20001061;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrCalibrateStepX;20001059;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrCalibrateStepY;20001063;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrCalibrateXOffset;20001056;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrCalibrateYOffset;20001060;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrCharPosX;20001048;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrCharPosY;20001049;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrCharSizeX;20001052;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrCharSizeY;20001053;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrCharSpacing;20001054;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrCheckSumEnable;20001042;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrConfirmEnable;20001041;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrConfirmWaferIDPrefix;20001044;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrFlipImage;20001064;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRFontFileName;20001068;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRFontFilePath;20001067;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrFontType;20001069;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrHorizontalFlipImage;20001065;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrLotIdFixEnable;20001043;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrMaxStringLength;20001055;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[0].OcrCalCharAcceptance;20001077;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[0].OcrCalibrationType;20001080;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[0].OcrCalStrAcceptance;20001076;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[0].OcrCharAcceptance;20001075;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[0].OcrConstraint;20001079;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[0].OcrMasterFilter;20001081;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[0].OcrMasterFilterGain;20001082;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[0].OcrSampleString;20001078;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[0].OcrSlaveFilter;20001083;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[0].OcrSlaveFilterGain;20001084;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[0].OcrStrAcceptance;20001074;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[0].UserOcrLight1_Offset;20001071;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[0].UserOcrLight2_Offset;20001072;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[0].UserOcrLight3_Offset;20001073;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[0].UserOcrLightType;20001070;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[1].OcrCalCharAcceptance;20001092;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[1].OcrCalibrationType;20001095;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[1].OcrCalStrAcceptance;20001091;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[1].OcrCharAcceptance;20001090;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[1].OcrConstraint;20001094;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[1].OcrMasterFilter;20001096;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[1].OcrMasterFilterGain;20001097;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[1].OcrSampleString;20001093;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[1].OcrSlaveFilter;20001098;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[1].OcrSlaveFilterGain;20001099;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[1].OcrStrAcceptance;20001089;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[1].UserOcrLight1_Offset;20001086;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[1].UserOcrLight2_Offset;20001087;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[1].UserOcrLight3_Offset;20001088;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[1].UserOcrLightType;20001085;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[2].OcrCalCharAcceptance;20001107;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[2].OcrCalibrationType;20001110;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[2].OcrCalStrAcceptance;20001106;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[2].OcrCharAcceptance;20001105;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[2].OcrConstraint;20001109;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[2].OcrMasterFilter;20001111;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[2].OcrMasterFilterGain;20001112;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[2].OcrSampleString;20001108;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[2].OcrSlaveFilter;20001113;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[2].OcrSlaveFilterGain;20001114;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[2].OcrStrAcceptance;20001104;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[2].UserOcrLight1_Offset;20001101;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[2].UserOcrLight2_Offset;20001102;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[2].UserOcrLight3_Offset;20001103;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[2].UserOcrLightType;20001100;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[3].OcrCalCharAcceptance;20001122;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[3].OcrCalibrationType;20001125;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[3].OcrCalStrAcceptance;20001121;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[3].OcrCharAcceptance;20001120;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[3].OcrConstraint;20001124;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[3].OcrMasterFilter;20001126;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[3].OcrMasterFilterGain;20001127;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[3].OcrSampleString;20001123;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[3].OcrSlaveFilter;20001128;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[3].OcrSlaveFilterGain;20001129;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[3].OcrStrAcceptance;20001119;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[3].UserOcrLight1_Offset;20001116;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[3].UserOcrLight2_Offset;20001117;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[3].UserOcrLight3_Offset;20001118;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OCRParamTable[3].UserOcrLightType;20001115;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrReadRegionHeight;20001051;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrReadRegionPosX;20001046;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrReadRegionPosY;20001047;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrReadRegionWidth;20001050;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OcrVerticalFlipImage;20001066;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OffsetU;20001131;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OffsetV;20001133;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].OffsetW;20001132;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].RejectOrConfirm;20001045;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].SlotIntegrityEnable;20001038;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].UserLightEnable;20001036;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.SemicsOCRDevice[0].WaferIntegrityEnable;20001039;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
HighStandard.WA_HighMagParam_Standard.DefaultPMParam.MaskFilePath;55;MaskFilePath;Leina;;10011001;;0;0;-1;-1;Pattern masking File fullPath( Include extension);;
HighStandard.WA_HighMagParam_Standard.DefaultPMParam.ModelFilePath;56;ModelFilePath;Leina;;10011001;Characters;0;0;-1;-1;Pattern file full path;;
HighStandard.WA_HighMagParam_Standard.DefaultPMParam.PatternFileExtension;57;PatternFileExtension;Leina;;10011001;Characters;0;0;-1;-1;Pattern file extension (ex - .mmo );;
HighStandard.WA_HighMagParam_Standard.DefaultPMParam.PattHeight;58;PattHeight;Leina;;10011001;micron;0;0;-1;-1;Pattern Height ;;
HighStandard.WA_HighMagParam_Standard.DefaultPMParam.PattWidth;59;PattWidth;Leina;;10011001;micron;0;0;-1;-1;Pattern Width ;;
HighStandard.WA_HighMagParam_Standard.DefaultPMParam.PMAcceptance;60;Pattern Matching Acceptance For High Mag;Leina;;10011001;%;40;100;1;1;Pattern Matching Acceptance for wafer high mag;;
HighStandard.WA_HighMagParam_Standard.DefaultPMParam.PMCertainty;61;PatternMatchingCertaintyForHigh;Leina;;10011001;%;100;100;-1;-1;Pattern Matching Certainty for wafer high mag;;
HighStandard.WA_HighMagParam_Standard.FocusParam.CheckDualPeak;62;;;;;;0;0;0;0;;;
HighStandard.WA_HighMagParam_Standard.FocusParam.CheckFlatness;63;;;;;;0;0;0;0;;;
HighStandard.WA_HighMagParam_Standard.FocusParam.CheckPotential;64;;;;;;0;0;0;0;;;
HighStandard.WA_HighMagParam_Standard.FocusParam.CheckThresholdFocusValue;65;;;;;;0;0;0;0;;;
HighStandard.WA_HighMagParam_Standard.FocusParam.DepthOfField;66;;;;;;0;0;0;0;;;
HighStandard.WA_HighMagParam_Standard.FocusParam.FlatnessThreshold;67;;;;;;0;0;0;0;;;
HighStandard.WA_HighMagParam_Standard.FocusParam.FocusingAxis;68;;;;;;0;0;0;0;;;
HighStandard.WA_HighMagParam_Standard.FocusParam.FocusingCam;69;;;;;;0;0;0;0;;;
HighStandard.WA_HighMagParam_Standard.FocusParam.FocusingROI;70;;;;;;0;0;0;0;;;
HighStandard.WA_HighMagParam_Standard.FocusParam.FocusingType;71;;;;;;0;0;0;0;;;
HighStandard.WA_HighMagParam_Standard.FocusParam.FocusMaxStep;72;;;;;;0;0;0;0;;;
HighStandard.WA_HighMagParam_Standard.FocusParam.FocusRange;73;;;;;;0;0;0;0;;;
HighStandard.WA_HighMagParam_Standard.FocusParam.FocusThreshold;74;;;;;;0;0;0;0;;;
HighStandard.WA_HighMagParam_Standard.FocusParam.OutFocusLimit;75;;;;;;0;0;0;0;;;
HighStandard.WA_HighMagParam_Standard.FocusParam.PeakRangeThreshold;76;;;;;;0;0;0;0;;;
HighStandard.WA_HighMagParam_Standard.FocusParam.PotentialThreshold;77;;;;;;0;0;0;0;;;
HighStandard.WA_HighMagParam_Standard.HeightProfilingPointType;78;Height Profiling Point Type;Leina;;10011001;;0;0;1;1;Number of measurement points on wafer (1 point / 5 points / 9 points);;
HighStandard.WA_HighMagParam_Standard.LimitValueX;79;Verify Align X Limit;Leina;;10011001;micron;0;250;1;1;Align verification tolerance of horisontal direction;;
HighStandard.WA_HighMagParam_Standard.LimitValueY;80;Verify Align Y Limit;Leina;;10011001;micron;0;250;1;1;Align verification tolerance of vertical direction;;
HighStandard.WA_HighMagParam_Standard.Patterns;81;Pattern Count For High;Leina;;10011001;;0;0;1;-1;Registered pattern count of wafer high mag;;
IndexAlignEdge.WA_IndexAlignParam_Edge.EdgeParams;82;EdgeParams;UNKNOWN;;;;0;0;0;0;EdgeParams;;
IndexAlignEdge.WA_IndexAlignParam_Edge.gIntEdgeDetectProcToleranceRad;83;gIntEdgeDetectProcToleranceRad;UNKNOWN;;;;0;0;0;0;gIntEdgeDetectProcToleranceRad;;
IndexAlignEdge.WA_IndexAlignParam_Edge.LightValueParam[0].Type;20000113;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
IndexAlignEdge.WA_IndexAlignParam_Edge.LightValueParam[0].Value;20000114;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
IndexAlignEdge.WA_IndexAlignParam_Edge.LightValueParam[1].Type;20000115;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
IndexAlignEdge.WA_IndexAlignParam_Edge.LightValueParam[1].Value;20000116;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
LowStandard.WA_LowMagParam_Standard.DefaultPMParam.MaskFilePath;393;MaskFilePath;Leina;;10011001;;0;0;-1;-1;Pattern masking File fullPath( Include extension);;
LowStandard.WA_LowMagParam_Standard.DefaultPMParam.ModelFilePath;394;ModelFilePath;Leina;;10011001;;0;0;-1;-1;Pattern file full path;;
LowStandard.WA_LowMagParam_Standard.DefaultPMParam.PatternFileExtension;395;PatternFileExtension;Leina;;10011001;;0;0;-1;-1;Pattern file extension (ex - .mmo );;
LowStandard.WA_LowMagParam_Standard.DefaultPMParam.PattHeight;396;PattHeight;Leina;;10011001;;0;0;-1;-1;Pattern Height ;;
LowStandard.WA_LowMagParam_Standard.DefaultPMParam.PattWidth;397;PattWidth;Leina;;10011001;;0;0;-1;-1;Pattern Width ;;
LowStandard.WA_LowMagParam_Standard.DefaultPMParam.PMAcceptance;398;Pattern Matching Acceptance For Low;Leina;;10011001;%;40;100;1;1;Pattern Matching Acceptance for wafer low mag;;
LowStandard.WA_LowMagParam_Standard.DefaultPMParam.PMCertainty;399;Pattern Matching Certainty For Low;Leina;;10011001;%;100;100;1;-1;Pattern Matching Certainty for wafer low mag;;
LowStandard.WA_LowMagParam_Standard.FocusParam.CheckDualPeak;400;;;;;;0;0;0;0;;;
